outer_fold,source_predictor,indicator_feature,n_test,mean_abs_indicator_shap,mean_abs_value_shap,sum_abs_indicator_shap,sum_abs_value_shap,source_missingness_test,fold_indicator_rank
1,x_lab_magnesium_first,missingindicator_x_lab_magnesium_first,11688,0.0005605388,0.010835306,6.5515776,126.64305,0.5292607802874744,12
1,x_lab_magnesium_last,missingindicator_x_lab_magnesium_last,11688,0.0,0.0012519922,0.0,14.633285,0.5292607802874744,20
1,x_lab_magnesium_min,missingindicator_x_lab_magnesium_min,11688,0.0,0.022352124,0.0,261.25162,0.5292607802874744,20
1,x_lab_magnesium_max,missingindicator_x_lab_magnesium_max,11688,0.0,0.0018646575,0.0,21.794117,0.5292607802874744,20
1,x_lab_magnesium_mean,missingindicator_x_lab_magnesium_mean,11688,0.0,0.009284771,0.0,108.5204,0.5292607802874744,20
1,x_lab_magnesium_n,missingindicator_x_lab_magnesium_n,11688,0.0,0.0,0.0,0.0,0.5292607802874744,20
1,x_lab_phosphate_first,missingindicator_x_lab_phosphate_first,11688,0.00021240594,0.0016105126,2.4826007,18.823671,0.7370807665982204,17
1,x_lab_phosphate_last,missingindicator_x_lab_phosphate_last,11688,0.0,0.0017163226,0.0,20.060379,0.7370807665982204,20
1,x_lab_phosphate_min,missingindicator_x_lab_phosphate_min,11688,0.0,0.0008461953,0.0,9.890331,0.7370807665982204,20
1,x_lab_phosphate_max,missingindicator_x_lab_phosphate_max,11688,0.0,0.010513713,0.0,122.88428,0.7370807665982204,20
1,x_lab_phosphate_mean,missingindicator_x_lab_phosphate_mean,11688,0.0,0.0029741537,0.0,34.76191,0.7370807665982204,20
1,x_lab_phosphate_n,missingindicator_x_lab_phosphate_n,11688,0.0,0.0,0.0,0.0,0.7370807665982204,20
1,x_lab_hgb_first,missingindicator_x_lab_hgb_first,11688,0.00047560537,0.0019190477,5.5588756,22.429829,0.29962354551676934,14
1,x_lab_hgb_last,missingindicator_x_lab_hgb_last,11688,0.00038546528,0.007942004,4.505318,92.82614,0.29962354551676934,16
1,x_lab_hgb_min,missingindicator_x_lab_hgb_min,11688,0.0,0.0035890597,0.0,41.94893,0.29962354551676934,20
1,x_lab_hgb_max,missingindicator_x_lab_hgb_max,11688,0.0,0.0058280714,0.0,68.1185,0.29962354551676934,20
1,x_lab_hgb_mean,missingindicator_x_lab_hgb_mean,11688,0.0,0.0045873323,0.0,53.616737,0.29962354551676934,20
1,x_lab_hgb_n,missingindicator_x_lab_hgb_n,11688,0.0,0.0010034465,0.0,11.728283,0.29962354551676934,20
1,x_lab_hct_first,missingindicator_x_lab_hct_first,11688,0.0,0.0036660547,0.0,42.848846,0.2951745379876797,20
1,x_lab_hct_last,missingindicator_x_lab_hct_last,11688,0.0,0.009940997,0.0,116.19037,0.2951745379876797,20
1,x_lab_hct_min,missingindicator_x_lab_hct_min,11688,0.0,0.008967793,0.0,104.81556,0.2951745379876797,20
1,x_lab_hct_max,missingindicator_x_lab_hct_max,11688,0.0,0.011987674,0.0,140.11194,0.2951745379876797,20
1,x_lab_hct_mean,missingindicator_x_lab_hct_mean,11688,0.0,0.0021824779,0.0,25.5088,0.2951745379876797,20
1,x_lab_hct_n,missingindicator_x_lab_hct_n,11688,0.0,0.017992457,0.0,210.29584,0.2951745379876797,20
1,x_lab_platelets_first,missingindicator_x_lab_platelets_first,11688,0.00012536229,0.0036962074,1.4652345,43.20127,0.3369267624914442,19
1,x_lab_platelets_last,missingindicator_x_lab_platelets_last,11688,0.0,0.0109319575,0.0,127.77272,0.3369267624914442,20
1,x_lab_platelets_min,missingindicator_x_lab_platelets_min,11688,0.0,0.04217394,0.0,492.92902,0.3369267624914442,20
1,x_lab_platelets_max,missingindicator_x_lab_platelets_max,11688,0.0,0.0048940084,0.0,57.20117,0.3369267624914442,20
1,x_lab_platelets_mean,missingindicator_x_lab_platelets_mean,11688,0.0,0.005969624,0.0,69.772964,0.3369267624914442,20
1,x_lab_platelets_n,missingindicator_x_lab_platelets_n,11688,0.0,0.0005108785,0.0,5.971148,0.3369267624914442,20
1,x_lab_wbc_first,missingindicator_x_lab_wbc_first,11688,0.00043597515,0.010963205,5.0956774,128.13794,0.34291581108829566,15
1,x_lab_wbc_last,missingindicator_x_lab_wbc_last,11688,0.0,0.010029414,0.0,117.223785,0.34291581108829566,20
1,x_lab_wbc_min,missingindicator_x_lab_wbc_min,11688,0.0,0.011702905,0.0,136.78355,0.34291581108829566,20
1,x_lab_wbc_max,missingindicator_x_lab_wbc_max,11688,0.0,0.015154012,0.0,177.12009,0.34291581108829566,20
1,x_lab_wbc_mean,missingindicator_x_lab_wbc_mean,11688,0.0,0.011104805,0.0,129.79297,0.34291581108829566,20
1,x_lab_wbc_n,missingindicator_x_lab_wbc_n,11688,0.0,0.0011830211,0.0,13.82715,0.34291581108829566,20
1,x_lab_albumin_first,missingindicator_x_lab_albumin_first,11688,0.0,0.0006343722,0.0,7.414542,0.6672655715263518,20
1,x_lab_albumin_last,missingindicator_x_lab_albumin_last,11688,0.0,0.003762496,0.0,43.97605,0.6672655715263518,20
1,x_lab_albumin_min,missingindicator_x_lab_albumin_min,11688,0.0,0.0021997166,0.0,25.710287,0.6672655715263518,20
1,x_lab_albumin_max,missingindicator_x_lab_albumin_max,11688,0.0,0.00033202136,0.0,3.8806658,0.6672655715263518,20
1,x_lab_albumin_mean,missingindicator_x_lab_albumin_mean,11688,0.0,0.0013291313,0.0,15.534886,0.6672655715263518,20
