outer_fold,selected_candidate,source_predictor,transformed_column_count,mean_absolute_grouped_shap,mean_signed_grouped_shap,fold_rank
2,XGB04,x_lab_bilirubin_total_n,2,0.00022830678248892818,-0.00011245879165896696,156
2,XGB04,x_lab_inr_first,2,0.008109130491038853,-0.001523644812752583,73
2,XGB04,x_lab_inr_last,2,0.0071398434442799955,-0.001161931481083087,78
2,XGB04,x_lab_inr_min,2,0.006406211637160367,-0.001201540944818262,83
2,XGB04,x_lab_inr_max,2,0.03196423043948468,-0.005771419504217576,24
2,XGB04,x_lab_inr_mean,2,0.015077429701045572,-0.0017938115247242675,45
2,XGB04,x_lab_inr_n,2,0.019397792207943385,-0.003890388924445275,35
2,XGB04,x_lab_anion_gap_first,2,0.004609519654524394,-0.0012760279067540064,101
2,XGB04,x_lab_anion_gap_last,2,0.034088036594775294,-0.014412881116596847,20
2,XGB04,x_lab_anion_gap_min,2,0.006670615373189172,-0.00451234574697285,82
2,XGB04,x_lab_anion_gap_max,2,0.005994106240548163,-0.002308794712055744,87
2,XGB04,x_lab_anion_gap_mean,2,0.006375239517924365,-0.0025875033792407626,85
2,XGB04,x_lab_anion_gap_n,2,0.0024075028196532213,-0.0002747939925463734,130
2,XGB04,x_vital_heart_rate_first,2,0.008857856143980316,0.0022312348969211367,70
2,XGB04,x_vital_heart_rate_last,2,0.09395529796582439,-0.013983047735109916,5
2,XGB04,x_vital_heart_rate_min,2,0.009816575288016242,-0.0015815599583059907,66
2,XGB04,x_vital_heart_rate_max,2,0.007125080563136707,-0.001227609016258561,79
2,XGB04,x_vital_heart_rate_mean,2,0.020397019113717614,-0.0049905857481015664,33
2,XGB04,x_vital_heart_rate_sd,2,0.05176157010160392,-0.007327194247146251,14
2,XGB04,x_vital_heart_rate_n,2,0.004488365894058089,-0.0002855739429830159,103
2,XGB04,x_vital_sao2_first,2,0.017682701071242906,0.0003087824018628723,38
2,XGB04,x_vital_sao2_last,2,0.01110152220385436,-0.002780753240647678,63
2,XGB04,x_vital_sao2_min,2,0.005558761798048976,-0.001446635444026216,91
2,XGB04,x_vital_sao2_max,2,0.002926045749987714,-0.00014271499590399995,123
2,XGB04,x_vital_sao2_mean,2,0.06210954350530281,-0.007212866594460267,11
2,XGB04,x_vital_sao2_sd,2,0.10373543199389924,-0.021252506960266513,4
2,XGB04,x_vital_sao2_n,2,0.004037728453368086,-0.00013668016387644459,107
2,XGB04,x_vital_respiratory_rate_first,2,0.007500492171560857,-0.001170893369050841,74
2,XGB04,x_vital_respiratory_rate_last,2,0.036612775525090284,-0.007654471112371784,17
2,XGB04,x_vital_respiratory_rate_min,2,0.036336669555061485,-0.007313792544073384,18
2,XGB04,x_vital_respiratory_rate_max,2,0.006399986164055324,0.0004413107477098473,84
2,XGB04,x_vital_respiratory_rate_mean,2,0.08094609127975229,-0.01622501972233313,7
2,XGB04,x_vital_respiratory_rate_sd,2,0.03220226117581835,-0.005248524950865901,22
2,XGB04,x_vital_respiratory_rate_n,2,0.007411454540689681,-0.00016171075054685846,75
2,XGB04,x_vital_noninvasive_systolic_bp_first,2,0.01260062306883559,0.0010520644975147997,55
2,XGB04,x_vital_noninvasive_systolic_bp_last,2,0.053942283572132835,-0.009295691392080332,13
2,XGB04,x_vital_noninvasive_systolic_bp_min,2,0.014860041866543447,-0.001983512581109291,46
2,XGB04,x_vital_noninvasive_systolic_bp_max,2,0.015789224772521687,-0.004672958588656468,43
2,XGB04,x_vital_noninvasive_systolic_bp_mean,2,0.003954732536059644,0.0005714348361931252,109
2,XGB04,x_vital_noninvasive_systolic_bp_sd,2,0.05964724145534288,-0.0137810495106479,12
2,XGB04,x_vital_noninvasive_systolic_bp_n,2,0.01626097941336335,-0.004949633936812215,42
2,XGB04,x_vital_noninvasive_diastolic_bp_first,2,0.014350892995364427,0.0020151286620891367,49
2,XGB04,x_vital_noninvasive_diastolic_bp_last,2,0.008543535074570159,-0.001740708528478067,71
2,XGB04,x_vital_noninvasive_diastolic_bp_min,2,0.0030290099454504203,-0.0006726278593111227,122
2,XGB04,x_vital_noninvasive_diastolic_bp_max,2,0.004531648368971443,0.0007595546734295354,102
2,XGB04,x_vital_noninvasive_diastolic_bp_mean,2,0.007217734039812767,0.0012679392068889557,77
2,XGB04,x_vital_noninvasive_diastolic_bp_sd,2,0.013129936776801174,0.0036880806780511814,53
2,XGB04,x_vital_noninvasive_diastolic_bp_n,2,0.005217268977609676,-0.0014194273300782594,97
2,XGB04,x_vital_noninvasive_mean_bp_first,2,0.012353905169258099,0.0020607293067564994,58
2,XGB04,x_vital_noninvasive_mean_bp_last,2,0.005299544890931079,-0.00033958431316858333,94
